Date,Close_A,Open_A,High_A,Low_A,Volumes_A,Change_A,Price_S,Change_S,Price_T,Change_T
12/13/2009,6.98,6.98,7.05,6.82,2270000000,0.0098,1102.47,-0.0036,360.9,0.0105
12/20/2009,7.47,7,7.48,6.99,1810000000,0.0147,1126.48,0.0218,372.7,0.0327
12/27/2009,7.53,7.56,7.64,7.44,1850000000,-0.0150,1115.10,-0.0101,370.7,-0.0052
01/03/2010,7.57,7.62,7.7,7.47,2570000000,-0.0340,1144.98,0.0268,374.5,0.0103
01/10/2010,7.35,7.6,7.61,7.29,2690000000,0.0199,1136.03,-0.0078,370,-0.0122
01/17/2010,7.06,7.44,7.7,7.04,2830000000,-0.0096,1091.76,-0.0390,352.4,-0.0476
01/24/2010,6.86,7.23,7.63,6.79,7070000000,-0.0100,1073.87,-0.0164,339.4,-0.0368
01/31/2010,6.98,6.87,7.15,6.82,3670000000,0.0070,1066.19,-0.0072,341.8,0.0072
02/07/2010,7.16,6.99,7.2,6.93,2690000000,0.0700,1075.51,0.0087,346.5,0.0138
02/14/2010,7.2,7.21,7.3,7.17,1820000000,-0.0101,1109.17,0.0313,355.8,0.0268
02/21/2010,7.31,7.23,7.33,6.99,2600000000,0.0086,1104.49,-0.0042,353,-0.0078
02/28/2010,7.82,7.35,7.85,7.34,2750000000,0.0011,1138.70,0.0310,364.5,0.0323
03/07/2010,8.09,7.86,8.13,7.78,2770000000,-0.0112,1149.99,0.0099,371.6,0.0195
03/14/2010,7.94,8.05,8.09,7.87,2290000000,0.0336,1159.90,0.0086,372.5,0.0024
03/21/2010,8.25,7.87,8.28,7.86,2840000000,0.0324,1166.59,0.0058,377.3,0.0131
03/28/2010,8.43,8.32,8.53,8.27,2100000000,0.0203,1178.10,0.0099,377.2,-0.0003
04/04/2010,8.64,8.39,8.64,8.38,2670000000,0.0006,1194.37,0.0138,384,0.0180
04/11/2010,8.84,8.65,8.97,8.61,2170000000,0.0330,1192.13,-0.0019,389.5,0.0142
04/18/2010,9.67,8.82,9.72,8.63,3880000000,0.0054,1217.28,0.0211,396.3,0.0174
04/25/2010,9.32,9.71,9.73,9.16,3050000000,-0.0669,1186.69,-0.0251,383.5,-0.0322
05/02/2010,8.42,9.42,9.57,7.12,5020000000,0.0224,1110.88,-0.0639,354.3,-0.0762
05/09/2010,9.06,8.94,9.46,8.88,3850000000,-0.0274,1135.68,0.0223,365.7,0.0321
05/16/2010,8.65,9.1,9.23,8.26,5080000000,-0.0028,1087.69,-0.0423,348.9,-0.0459
05/23/2010,9.17,8.83,9.26,8.47,4130000000,0.1054,1089.41,0.0016,351.8,0.0083
05/30/2010,9.14,9.27,9.5,9.09,2970000000,-0.0176,1064.88,-0.0225,348.8,-0.0086
06/06/2010,9.05,9.22,9.26,8.65,4060000000,0.0489,1091.60,0.0251,351.9,0.0089
06/13/2010,9.79,9.14,9.82,9.07,3630000000,0.0375,1117.51,0.0237,363.9,0.0340
06/20/2010,9.52,9.92,9.96,9.49,3530000000,-0.0033,1076.76,-0.0365,347.6,-0.0446
06/27/2010,8.82,9.53,9.63,8.69,4180000000,0.0215,1022.58,-0.0503,328.1,-0.0562
07/04/2010,9.27,8.96,9.39,8.79,2440000000,0.0530,1077.96,0.0542,346.4,0.0558
07/11/2010,8.92,9.23,9.35,8.8,4430000000,-0.0413,1064.88,-0.0121,346.5,0.0002
07/18/2010,9.28,8.92,9.47,8.56,4460000000,-0.0384,1102.66,0.0355,359.4,0.0372
07/25/2010,9.19,9.29,9.5,9.1,2620000000,-0.0266,1101.60,-0.0010,353.6,-0.0161
08/01/2010,9.29,9.3,9.44,9.2,2000000000,-0.0174,1121.64,0.0182,359,0.0153
08/08/2010,8.9,9.34,9.36,8.79,2260000000,0.0101,1079.25,-0.0378,338.8,-0.0561
08/15/2010,8.92,8.84,9.1,8.81,1890000000,0.0278,1071.69,-0.0070,341,0.0065
08/22/2010,8.63,8.99,9,8.41,2630000000,-0.0439,1064.59,-0.0066,334,-0.0206
08/29/2010,9.24,8.6,9.24,8.58,2440000000,0.0068,1104.51,0.0375,345.7,0.0350
09/05/2010,9.41,9.17,9.52,9.15,1700000000,0.0785,1109.55,0.0046,344.8,-0.0027
09/12/2010,9.83,9.49,9.93,9.48,2510000000,0.0681,1125.59,0.0145,359.9,0.0439
09/19/2010,10.44,9.86,10.48,9.85,3350000000,-0.0912,1148.67,0.0205,370.1,0.0284
09/26/2010,10.09,10.5,10.53,9.82,3110000000,0.0159,1146.24,-0.0021,367.4,-0.0073
10/03/2010,10.5,10.06,10.52,9.92,2670000000,-0.0443,1165.15,0.0165,373,0.0152
10/10/2010,11.24,10.53,11.25,10.45,2970000000,-0.0418,1176.19,0.0095,387.6,0.0391
10/17/2010,10.98,11.37,11.39,10.71,3980000000,0.0417,1183.08,0.0059,388.4,0.0020
10/24/2010,10.75,11.04,11.13,10.75,2170000000,0.0272,1183.26,0.0002,391.6,0.0082
10/31/2010,11.33,10.79,11.43,10.79,2370000000,0.0033,1225.85,0.0360,404.7,0.0336
11/07/2010,11,11.33,11.47,10.84,2210000000,-0.0453,1199.21,-0.0217,391.9,-0.0317
11/14/2010,10.95,11.02,11.09,10.63,2420000000,-0.0201,1199.73,0.0004,390.6,-0.0033
11/21/2010,11.28,10.95,11.35,10.92,1560000000,-0.0312,1189.40,-0.0086,392.2,0.0040
11/28/2010,11.34,11.27,11.39,11.1,2220000000,0.0469,1224.71,0.0297,399.1,0.0176
12/05/2010,11.45,11.38,11.57,11.33,1720000000,0.0312,1240.40,0.0128,404.9,0.0144
12/12/2010,11.45,11.58,11.61,11.39,1920000000,-0.1204,1243.91,0.0028,403.1,-0.0044
12/19/2010,11.56,11.49,11.63,11.37,1130000000,-0.0388,1256.77,0.0103,405.1,0.0050
12/26/2010,11.52,11.53,11.67,11.48,940320000,-0.0128,1257.64,0.0007,404.5,-0.0014
01/02/2011,12,11.63,12.01,11.6,1620000000,0.0341,1271.50,0.0110,415.3,0.0266
01/09/2011,12.45,12.1,12.45,12.04,1800000000,-0.0189,1293.24,0.0171,423.8,0.0203
01/16/2011,11.67,11.77,12.45,11.64,4540000000,0.0187,1283.35,-0.0076,416.5,-0.0172
01/23/2011,12,11.67,12.34,11.67,2510000000,-0.0436,1276.34,-0.0055,418.8,0.0056
01/30/2011,12.37,11.99,12.38,11.94,1780000000,-0.0890,1310.87,0.0271,433.6,0.0352
02/06/2011,12.74,12.42,12.86,12.42,2640000000,0.0240,1329.15,0.0139,435.9,0.0054
02/13/2011,12.52,12.74,13.03,12.48,2420000000,0.0828,1340.43,0.0085,438.4,0.0057
02/20/2011,12.43,12.22,12.44,12.06,2420000000,-0.0353,1319.88,-0.0153,428.4,-0.0228
02/27/2011,12.86,12.54,12.87,12.42,2420000000,-0.0515,1321.15,0.0010,428,-0.0009
03/06/2011,12.57,12.91,12.92,12.32,2330000000,-0.0450,1304.28,-0.0128,416.2,-0.0276
03/13/2011,11.81,12.61,12.73,11.65,3730000000,-0.0096,1279.20,-0.0192,401.4,-0.0356
03/20/2011,12.55,12,12.57,11.97,1960000000,-0.0316,1313.80,0.0270,417.6,0.0405
03/27/2011,12.31,12.61,12.65,12.26,1680000000,-0.0352,1332.41,0.0142,417.3,-0.0009
04/03/2011,11.97,12.3,12.31,11.93,2100000000,-0.0218,1328.17,-0.0032,415.5,-0.0041
04/10/2011,11.69,11.93,12,11.67,1930000000,-0.0468,1319.68,-0.0064,411,-0.0109
04/17/2011,12.52,11.65,12.68,11.43,2480000000,0.0126,1337.38,0.0134,423.3,0.0299
04/24/2011,12.5,12.51,12.68,12.34,2330000000,0.0160,1363.61,0.0196,429.8,0.0154
05/01/2011,12.38,12.49,12.57,12.34,1760000000,0.0227,1340.20,-0.0172,425.3,-0.0105
05/08/2011,12.16,12.42,12.5,12.16,1470000000,0.0030,1337.78,-0.0018,423.8,-0.0036
05/15/2011,11.97,12.11,12.23,11.81,1840000000,0.0233,1333.27,-0.0034,417.3,-0.0152
05/22/2011,12.05,11.78,12.09,11.76,1430000000,0.0428,1331.10,-0.0016,415.5,-0.0043
05/29/2011,12.27,12.18,12.58,12.18,1620000000,0.0095,1300.16,-0.0232,407.5,-0.0193
06/05/2011,11.64,12.35,12.39,11.63,2040000000,0.0522,1270.98,-0.0224,394.3,-0.0325
06/12/2011,11.44,11.69,11.9,11.37,2190000000,-0.0315,1271.50,0.0004,389.7,-0.0116
06/19/2011,11.66,11.33,11.9,11.09,2520000000,-0.0014,1268.45,-0.0024,391.4,0.0045
06/26/2011,12.26,11.7,12.27,11.69,1750000000,-0.0014,1339.67,0.0561,418,0.0679
07/03/2011,12.85,12.25,12.86,12.23,1690000000,0.0374,1343.80,0.0031,424.6,0.0159
07/10/2011,13.03,12.73,13.04,12.45,2200000000,0.0034,1316.14,-0.0206,416.7,-0.0187
07/17/2011,14.05,13.05,14.15,13.05,3380000000,0.0141,1345.02,0.0219,431.9,0.0366
07/24/2011,13.95,13.94,14.45,13.71,2950000000,-0.0111,1292.28,-0.0392,417.4,-0.0338
07/31/2011,13.34,14.21,14.27,12.95,4060000000,0.0344,1199.38,-0.0719,391.6,-0.0617
08/07/2011,13.46,12.92,13.56,12.61,4380000000,-0.0020,1178.81,-0.0172,388.9,-0.0069
08/14/2011,12.72,13.56,13.75,12.71,3030000000,0.0602,1123.53,-0.0469,357.7,-0.0802
08/21/2011,13.7,13.02,13.71,12.68,3330000000,-0.0642,1176.80,0.0474,379.9,0.0619
08/28/2011,13.36,13.86,14,13.28,2130000000,0.0025,1173.97,-0.0024,377.8,-0.0053
09/04/2011,13.48,13.12,13.88,13.09,1840000000,-0.0627,1154.23,-0.0168,375.9,-0.0050
09/11/2011,14.3,13.32,14.3,13.28,2560000000,0.0528,1216.01,0.0535,402.5,0.0705
09/18/2011,14.44,14.18,15.1,14.11,3720000000,-0.0537,1136.43,-0.0654,387,-0.0383
09/25/2011,13.62,14.28,14.62,13.61,3070000000,-0.0446,1131.42,-0.0044,378.2,-0.0229
10/02/2011,13.21,13.58,13.74,12.65,4040000000,0.0570,1155.46,0.0212,390.9,0.0336
10/09/2011,15.07,13.54,15.07,13.51,2670000000,0.0056,1224.58,0.0598,421.9,0.0792
10/16/2011,14.03,15.06,15.24,13.96,3840000000,0.0182,1238.25,0.0112,412.8,-0.0215
10/23/2011,14.46,14.15,14.61,14.04,2210000000,0.0740,1285.09,0.0378,429.5,0.0405
10/30/2011,14.29,14.37,14.62,14.04,1990000000,0.0000,1253.23,-0.0248,421.9,-0.0177
11/06/2011,13.74,14.28,14.57,13.58,2630000000,0.0434,1263.85,0.0085,423.1,0.0027
11/13/2011,13.39,13.7,13.97,13.39,2070000000,0.0407,1215.65,-0.0381,407.5,-0.0369
11/20/2011,12.98,13.23,13.5,12.98,1540000000,0.0176,1158.67,-0.0469,386.9,-0.0506
11/27/2011,13.92,13.3,14.06,13.22,1900000000,0.0731,1244.28,0.0739,415.5,0.0739
12/04/2011,14.06,14.05,14.16,13.81,1620000000,0.0282,1255.19,0.0088,421.1,0.0135
12/11/2011,13.61,13.99,14.12,13.49,1730000000,0.0640,1219.66,-0.0283,403.6,-0.0414
12/18/2011,14.4,13.66,14.41,13.59,1310000000,0.0013,1265.33,0.0374,411.8,0.0201
12/25/2011,14.46,14.4,14.61,14.3,890020000,-0.0066,1257.60,-0.0061,409.9,-0.0044
01/01/2012,15.09,14.62,15.1,14.61,1150000000,0.0436,1277.81,0.0161,420.5,0.0258
01/08/2012,14.99,15.2,15.28,14.95,1310000000,0.0042,1289.09,0.0088,420.8,0.0008
01/15/2012,15.01,15.15,15.41,14.99,1200000000,0.0580,1315.38,0.0204,434.5,0.0324
01/22/2012,15.97,15.1,16.23,14.98,2440000000,-0.0320,1316.33,0.0007,438.7,0.0098
01/29/2012,16.42,15.92,16.43,15.91,1510000000,0.0101,1344.90,0.0217,452.5,0.0313
02/05/2012,17.62,16.37,17.77,16.36,2490000000,0.0724,1342.64,-0.0017,458.3,0.0128
02/12/2012,17.93,17.84,18.8,17.38,3970000000,-0.0306,1361.23,0.0138,466,0.0168
02/19/2012,18.66,18.1,18.67,18,2070000000,-0.0255,1365.74,0.0033,470.6,0.0100
02/26/2012,19.47,18.62,19.58,18.44,3210000000,-0.0385,1369.63,0.0028,474.9,0.0092
03/04/2012,19.47,19.48,19.56,18.44,3350000000,-0.0118,1370.87,0.0009,475.5,0.0011
03/11/2012,20.91,19.61,21.43,19.54,4500000000,0.0306,1404.17,0.0243,490.4,0.0314
03/18/2012,21.29,21.37,21.77,20.79,3420000000,-0.0690,1397.11,-0.0050,491.8,0.0027
03/25/2012,21.41,21.42,22.19,21.26,3200000000,0.1408,1408.47,0.0081,496.6,0.0098
04/01/2012,22.63,21.49,22.67,21.44,2650000000,-0.0301,1398.08,-0.0074,496.8,0.0005
04/08/2012,21.62,22.36,23,21.55,3660000000,-0.0568,1370.26,-0.0199,486.9,-0.0200
04/15/2012,20.46,21.79,22.15,20.37,4900000000,0.0098,1378.53,0.0060,479.5,-0.0151
04/22/2012,21.54,20.38,22.07,19.82,3890000000,0.0608,1403.36,0.0180,491.2,0.0244
04/29/2012,20.19,21.35,21.37,20.18,2470000000,0.0090,1369.10,-0.0244,472.8,-0.0375
05/06/2012,20.24,20.05,20.57,19.95,2170000000,-0.0248,1353.39,-0.0115,464.7,-0.0171
05/13/2012,18.94,20.09,20.27,18.65,2840000000,0.0770,1295.22,-0.0430,441.3,-0.0503
05/20/2012,20.08,19.09,20.59,19.07,2740000000,-0.0550,1317.82,0.0174,448.6,0.0164
05/27/2012,20.04,20.39,20.77,20.02,1920000000,0.0090,1278.04,-0.0302,436.6,-0.0268
06/03/2012,20.73,20.05,20.74,19.59,2070000000,-0.0437,1325.66,0.0373,455.2,0.0428
06/10/2012,20.5,20.99,21.02,20.24,2000000000,-0.0071,1342.84,0.0130,456.6,0.0031
06/17/2012,20.79,20.39,21.07,20.37,1770000000,0.0783,1335.02,-0.0058,458.1,0.0032
06/24/2012,20.86,20.62,20.86,20.2,1490000000,0.0140,1362.16,0.0203,462,0.0086
07/01/2012,21.64,20.88,21.94,20.84,1550000000,0.0481,1354.68,-0.0055,459.8,-0.0049
07/08/2012,21.61,21.62,22.14,21.17,2100000000,0.0515,1356.78,0.0016,452.1,-0.0167
07/15/2012,21.58,21.61,21.98,21.54,1680000000,0.0192,1362.66,0.0043,460.7,0.0190
07/22/2012,20.9,21.23,21.77,20.36,2740000000,-0.0172,1385.97,0.0171,464.9,0.0092
07/29/2012,21.99,21.1,22.07,20.99,1900000000,-0.0513,1390.99,0.0036,472,0.0152
08/05/2012,22.2,22.05,22.32,21.97,1250000000,0.0183,1405.87,0.0107,481.9,0.0210
08/12/2012,23.15,22.26,23.15,22.26,1570000000,0.0067,1418.16,0.0087,493.2,0.0234
08/19/2012,23.69,23.21,24.1,23.15,2850000000,-0.0156,1411.13,-0.0050,490.3,-0.0060
08/26/2012,23.76,24.29,24.32,23.47,1540000000,-0.0178,1406.58,-0.0032,488.8,-0.0030
09/02/2012,24.3,23.78,24.37,23.73,1430000000,-0.0096,1437.92,0.0223,499.2,0.0212
09/09/2012,24.69,24.3,24.89,23.43,2900000000,-0.0016,1465.77,0.0194,507.1,0.0159
09/16/2012,25,24.98,25.18,24.77,2010000000,0.0710,1460.15,-0.0038,506.5,-0.0013
09/23/2012,23.83,24.53,24.83,23.58,2860000000,-0.0234,1440.67,-0.0133,494.5,-0.0236
09/30/2012,23.31,23.97,24.17,23.24,2560000000,-0.0276,1460.93,0.0141,493.5,-0.0020
10/07/2012,22.49,23.1,23.13,22.27,2990000000,-0.0191,1428.59,-0.0221,479.2,-0.0291
10/14/2012,21.78,22.58,23.31,21.77,2590000000,0.0627,1433.19,0.0032,467.6,-0.0242
10/21/2012,21.57,21.87,22.69,21.11,3490000000,-0.0605,1411.94,-0.0148,463.3,-0.0092
10/28/2012,20.6,21.25,21.54,20.53,1470000000,-0.0226,1414.20,0.0016,462.2,-0.0023
11/04/2012,19.54,20.84,21.1,19.06,3680000000,0.0346,1379.85,-0.0243,450.9,-0.0246
11/11/2012,18.85,19.79,19.8,18.06,3580000000,-0.0072,1359.88,-0.0145,440.9,-0.0222
11/18/2012,20.41,19.31,20.43,19.28,2110000000,-0.0173,1409.15,0.0362,459.7,0.0426
11/25/2012,20.9,20.57,21.22,20.44,2590000000,0.0299,1416.18,0.0050,464.4,0.0103
12/02/2012,19.04,21.2,21.24,18.52,3930000000,0.0308,1418.07,0.0013,457.9,-0.0139
12/09/2012,18.21,18.75,19.63,18.06,3340000000,0.0283,1413.58,-0.0032,455.7,-0.0049
12/16/2012,18.55,18.18,19.1,17.9,2910000000,-0.0627,1430.15,0.0117,464.5,0.0193
12/23/2012,18.2,18.58,18.72,18.02,1290000000,0.0375,1402.43,-0.0194,454,-0.0225
12/30/2012,18.82,18.23,19.82,18.18,2170000000,0.0417,1466.47,0.0457,472.3,0.0402
01/06/2013,18.58,18.64,19,18.4,2300000000,-0.0035,1472.05,0.0038,475,0.0057
01/13/2013,17.86,17.95,18.24,17.26,3230000000,0.0096,1485.98,0.0095,472.4,-0.0054
01/20/2013,15.71,18.02,18.39,15.54,3990000000,0.0000,1502.96,0.0114,469.9,-0.0054
01/27/2013,16.2,15.64,16.52,15.57,2630000000,0.0097,1513.17,0.0068,475.4,0.0119
02/03/2013,16.96,16.21,17.1,15.79,2980000000,0.0053,1517.93,0.0031,478.5,0.0065
02/10/2013,16.43,17.02,17.32,16.43,2350000000,0.0301,1519.79,0.0012,476.7,-0.0038
02/17/2013,16.1,16.47,16.53,15.81,1690000000,-0.0045,1515.60,-0.0028,473.5,-0.0066
02/24/2013,15.37,16.21,16.25,15.36,2340000000,-0.0291,1518.20,0.0017,472.3,-0.0026
03/03/2013,15.42,15.28,15.55,14.96,2540000000,0.0540,1551.18,0.0217,482.1,0.0206
03/10/2013,15.84,15.35,15.87,15.18,2290000000,-0.0209,1560.70,0.0061,483.3,0.0025
03/17/2013,16.5,15.77,16.5,15.76,2220000000,-0.0231,1556.89,-0.0024,481.6,-0.0034
03/24/2013,15.81,16.6,16.78,15.77,1570000000,0.0705,1569.19,0.0079,483.3,0.0036
03/31/2013,15.11,15.78,15.85,14.99,2030000000,0.0406,1553.28,-0.0101,471.3,-0.0249
04/07/2013,15.35,15.17,15.64,15.09,1550000000,-0.0335,1588.85,0.0229,480.3,0.0191
04/14/2013,13.95,15.25,15.28,13.75,2840000000,0.0621,1555.25,-0.0211,460.4,-0.0414
04/21/2013,14.9,14.02,14.96,13.97,3210000000,0.0446,1582.24,0.0174,473.9,0.0293
04/28/2013,16.07,15.02,16.19,15,2620000000,0.0184,1614.42,0.0203,495.8,0.0461
05/05/2013,16.18,16.28,16.63,16.09,2190000000,0.0707,1633.70,0.0119,501.8,0.0122
05/12/2013,15.47,16.13,16.35,14.96,2540000000,-0.0325,1667.47,0.0207,512,0.0202
05/19/2013,15.9,15.43,16.01,15.36,1980000000,0.0022,1649.60,-0.0107,505.1,-0.0134
05/26/2013,16.06,16.07,16.32,15.69,1450000000,-0.0420,1630.74,-0.0114,508,0.0058
06/02/2013,15.78,16.1,16.23,15.46,1780000000,0.0109,1643.38,0.0078,508.5,0.0010
06/09/2013,15.36,15.88,16.04,15.3,1560000000,-0.0097,1626.73,-0.0101,500.7,-0.0153
06/16/2013,14.77,15.41,15.56,14.57,1600000000,0.0404,1592.43,-0.0211,490.1,-0.0211
06/23/2013,14.16,14.55,14.59,13.89,2080000000,-0.0378,1606.28,0.0087,489.2,-0.0018
06/30/2013,14.91,14.38,15.12,14.33,1380000000,0.0510,1631.89,0.0159,499.5,0.0209
07/07/2013,15.23,15,15.35,14.66,1540000000,-0.0735,1680.19,0.0296,512.6,0.0263
07/14/2013,15.18,15.18,15.53,15.15,1150000000,-0.0276,1692.09,0.0071,503.4,-0.0180
07/21/2013,15.75,15.34,15.88,14.95,1600000000,0.0818,1691.65,-0.0003,507.8,0.0088
07/28/2013,16.52,15.74,16.53,15.72,1360000000,-0.0098,1709.67,0.0107,517.8,0.0198
08/04/2013,16.23,16.6,16.85,16.2,1480000000,-0.0033,1691.42,-0.0107,513.8,-0.0077
08/11/2013,17.94,16.32,18.01,16.31,2860000000,0.0601,1655.83,-0.0210,512.3,-0.0030
08/18/2013,17.89,18.01,18.35,17.79,1670000000,-0.0453,1663.50,0.0046,516.7,0.0086
08/25/2013,17.4,17.88,18.22,17.36,1570000000,0.0760,1632.97,-0.0184,505,-0.0227
09/01/2013,17.79,17.61,17.94,17.41,1270000000,-0.0966,1655.17,0.0136,512.6,0.0151
09/08/2013,16.6,18.04,18.14,16.6,2690000000,-0.0362,1687.99,0.0198,519.2,0.0129
09/15/2013,16.69,16.46,17.09,15.97,2510000000,0.0939,1709.91,0.0130,525,0.0111
09/22/2013,17.24,17.72,17.75,17.17,1910000000,0.0231,1691.75,-0.0106,522.2,-0.0054
09/29/2013,17.25,17.04,17.58,16.94,1480000000,0.0249,1690.50,-0.0007,521.8,-0.0007
10/06/2013,17.6,17.38,17.64,17.08,1450000000,0.0218,1703.20,0.0075,524.8,0.0056
10/13/2013,18.17,17.49,18.19,17.48,1380000000,0.0390,1744.50,0.0242,537.5,0.0242
10/20/2013,18.78,18.28,19.04,18.14,1970000000,-0.0185,1759.77,0.0088,541.5,0.0075
10/27/2013,18.57,18.89,19.26,18.38,2090000000,0.0345,1761.64,0.0011,543.5,0.0036
11/03/2013,18.59,18.61,18.89,18.3,1280000000,0.0698,1770.61,0.0051,548.5,0.0093
11/10/2013,18.75,18.57,18.9,18.37,1230000000,0.0153,1798.18,0.0156,555.5,0.0128
11/17/2013,18.56,18.75,18.83,18.35,1130000000,0.0056,1804.76,0.0037,552.5,-0.0054
11/24/2013,19.86,18.61,19.94,18.61,1310000000,0.0258,1805.81,0.0006,562.4,0.0178
12/01/2013,20,19.93,20.54,19.67,2090000000,0.0175,1805.09,-0.0004,566.5,0.0073
12/08/2013,19.8,20.03,20.39,19.77,1550000000,-0.0283,1775.32,-0.0165,556.4,-0.0178
12/15/2013,19.61,19.82,20.09,19.24,1840000000,-0.0395,1818.32,0.0242,571.8,0.0277
12/22/2013,20,20.29,20.42,19.98,1100000000,-0.0291,1841.40,0.0127,581.9,0.0177
12/29/2013,19.32,19.91,20.05,19.3,1110000000,0.0053,1831.37,-0.0054,576.5,-0.0094
01/05/2014,19.03,19.19,19.53,18.97,1570000000,0.0080,1842.37,0.0060,578.8,0.0040
01/12/2014,19.31,18.93,20.01,18.92,1770000000,0.0702,1838.70,-0.0020,586.9,0.0141
01/19/2014,19.5,19.32,19.9,19.3,1550000000,0.0043,1790.29,-0.0263,575.6,-0.0193
01/26/2014,17.88,19.65,19.81,17.63,3290000000,0.0072,1782.59,-0.0043,570.3,-0.0092
02/02/2014,18.56,17.95,18.68,17.83,1740000000,-0.0363,1797.02,0.0081,575.9,0.0097
02/09/2014,19.43,18.52,19.5,18.5,1520000000,0.0028,1838.63,0.0232,592.6,0.0291
02/16/2014,18.76,19.5,19.69,18.74,1160000000,-0.0219,1836.25,-0.0013,589.9,-0.0046
02/23/2014,18.79,18.68,19.03,18.41,1470000000,0.0519,1859.45,0.0126,595.1,0.0088
03/02/2014,18.94,18.69,19.1,18.67,1110000000,0.0312,1878.04,0.0100,597.8,0.0046
03/09/2014,18.74,18.87,19.27,18.68,1160000000,-0.0755,1841.13,-0.0197,584.2,-0.0228
03/16/2014,19.03,18.85,19.15,18.76,1220000000,0.0833,1866.52,0.0138,598,0.0236
03/23/2014,19.17,19.23,19.61,19.08,1360000000,-0.0118,1857.62,-0.0048,591.5,-0.0109
03/30/2014,18.99,19.26,19.41,18.95,987690000,0.0303,1865.09,0.0040,587.2,-0.0073
04/06/2014,18.56,18.86,19.01,18.47,1250000000,0.0138,1815.69,-0.0265,575.1,-0.0206
04/13/2014,18.75,18.64,18.85,18.26,971630000,-0.0151,1864.85,0.0271,588.1,0.0226
04/20/2014,20.43,18.76,20.43,18.71,1930000000,0.0748,1863.40,-0.0008,586,-0.0037
04/27/2014,21.16,20.46,21.41,20.45,1900000000,0.0115,1881.14,0.0095,596.1,0.0174
05/04/2014,20.91,21.08,21.59,20.73,1470000000,0.0016,1878.48,-0.0014,591.8,-0.0072
05/11/2014,21.34,20.98,21.34,20.91,1050000000,0.0050,1877.86,-0.0003,596.6,0.0081
05/18/2014,21.93,21.35,21.95,21.33,1180000000,0.0134,1900.53,0.0121,610,0.0224
05/25/2014,22.61,22,23.01,21.99,1610000000,0.0085,1923.57,0.0121,618.5,0.0139
06/01/2014,23.06,22.64,23.26,22.23,1650000000,0.0120,1949.44,0.0134,626,0.0122
06/08/2014,22.82,23.18,23.76,22.72,1170000000,0.0228,1936.16,-0.0068,625.3,-0.0012
06/15/2014,22.73,22.88,23.19,22.73,940910000,0.0535,1962.87,0.0138,626.8,0.0024
06/22/2014,23,22.83,23,22.41,865030000,0.0949,1960.96,-0.0010,631.5,0.0075
06/29/2014,23.51,23.02,23.52,23.02,556680000,-0.0100,1985.44,0.0125,642.7,0.0177
07/06/2014,23.8,23.54,24.2,23.38,927320000,-0.0177,1967.57,-0.0090,640.2,-0.0039
07/13/2014,23.61,23.96,24.27,23.14,997180000,0.0221,1978.22,0.0054,650,0.0155
07/20/2014,24.42,23.75,24.47,23.43,1110000000,0.0184,1978.34,0.0001,654.8,0.0073
07/27/2014,24.03,24.45,24.86,23.7,947300000,-0.0542,1925.15,-0.0269,638.7,-0.0246
08/03/2014,23.68,24.09,24.14,23.32,892100000,0.0660,1931.59,0.0033,637.1,-0.0025
08/10/2014,24.5,23.82,24.55,23.71,717450000,0.1098,1955.06,0.0122,648.3,0.0175
08/17/2014,25.33,24.62,25.37,24.5,989330000,0.0000,1988.40,0.0171,663.1,0.0229
08/24/2014,25.62,25.45,25.73,25.18,955380000,-0.0521,2003.37,0.0075,664.9,0.0027
08/31/2014,24.74,25.77,25.93,24.45,1290000000,0.0154,2007.71,0.0022,664.8,-0.0002
09/07/2014,25.41,24.82,25.77,24.04,1850000000,0.0271,1985.54,-0.0110,664.9,0.0002
09/14/2014,25.24,25.7,25.76,24.72,1190000000,0.0023,2010.40,0.0125,668.3,0.0051
09/21/2014,25.19,25.45,25.73,24.43,1360000000,0.0328,1982.85,-0.0137,659,-0.0139
09/28/2014,24.91,24.66,25.39,24.51,991000000,0.0314,1967.90,-0.0075,654.3,-0.0071
10/05/2014,25.18,24.99,25.59,24.58,1120000000,0.0838,1906.13,-0.0314,627.2,-0.0415
10/12/2014,24.42,25.33,25.45,23.8,1430000000,0.0523,1886.76,-0.0102,620.3,-0.0109
10/19/2014,26.3,24.58,26.37,24.55,1430000000,0.0583,1964.58,0.0412,649.3,0.0468
10/26/2014,27,26.21,27.01,26.18,880920000,0.1246,2018.05,0.0272,670.9,0.0332
11/02/2014,27.25,27.05,27.57,26.93,799810000,-0.0439,2031.92,0.0069,674.9,0.0061
11/09/2014,28.55,27.25,28.55,27.1,820670000,-0.0215,2039.82,0.0039,687.2,0.0182
11/16/2014,29.12,28.57,29.39,28.32,933660000,-0.0791,2063.50,0.0116,690.1,0.0042
11/23/2014,29.73,29.21,29.94,29.16,727750000,-0.0056,2067.56,0.0020,704.2,0.0205
11/30/2014,28.75,29.7,29.81,27.82,1070000000,0.1056,2075.37,0.0038,701,-0.0045
12/07/2014,27.43,28.52,28.71,27.34,1040000000,0.0190,2002.33,-0.0352,677,-0.0342
12/14/2014,27.95,27.68,28.31,26.57,1320000000,0.0748,2070.65,0.0341,697,0.0295
12/21/2014,28.5,28.04,28.63,27.99,477590000,-0.0898,2088.77,0.0088,708.7,0.0168
12/28/2014,27.33,28.45,28.69,26.84,608350000,-0.0031,2058.20,-0.0146,690.9,-0.0251
